model,threshold,net_benefit_model
tcn,0.09909090909090908,0.3407013118062563
tcn,0.10898989898989898,0.33909817481011223
tcn,0.11888888888888888,0.3374590163934426
tcn,0.12878787878787878,0.33578260869565213
tcn,0.1386868686868687,0.3340676674094054
tcn,0.1485858585858586,0.3323128484992288
tcn,0.15848484848484848,0.3305167446885128
tcn,0.16838383838383839,0.3286778816956152
tcn,0.1782828282828283,0.32679471419791023
tcn,0.18818181818181817,0.3260246360582307
tcn,0.19808080808080808,0.3241239450812445
tcn,0.207979797979798,0.3221757428899375
tcn,0.21787878787878787,0.31657109647423476
tcn,0.22777777777777777,0.3146043165467626
tcn,0.23767676767676768,0.3125864581953094
tcn,0.24757575757575756,0.3105155054369714
tcn,0.25747474747474747,0.3083893347843831
tcn,0.2673737373737374,0.3062057079829036
tcn,0.2772727272727273,0.30396226415094335
tcn,0.2871717171717172,0.3016565112654102
tcn,0.29707070707070704,0.3013989078890645
tcn,0.30696969696969695,0.30127678181023176
tcn,0.31686868686868686,0.298976785450244
tcn,0.32676767676767676,0.291609152288072
tcn,0.33666666666666667,0.28917085427135675
tcn,0.3465656565656566,0.28665867985778326
tcn,0.3564646464646465,0.284069219902684
tcn,0.36636363636363634,0.28139885222381633
tcn,0.37626262626262624,0.27864372469635623
tcn,0.38616161616161615,0.2757997367121935
tcn,0.39606060606060606,0.2728625188158555
tcn,0.40595959595959596,0.26982741030436996
tcn,0.41585858585858587,0.26668943454954175
tcn,0.4257575757575757,0.26344327176781
tcn,0.43565656565656563,0.2600832289242885
tcn,0.44555555555555554,0.25660320641282564
tcn,0.45545454545454545,0.2529966611018364
tcn,0.46535353535353535,0.24925656527489132
tcn,0.47525252525252526,0.24537536092396534
tcn,0.4851515151515151,0.2413449087698646
tcn,0.495050505050505,0.23715643128625724
tcn,0.5049494949494949,0.23280044888798201
tcn,0.5148484848484849,0.2282667083073079
tcn,0.5247474747474747,0.22906482465462272
tcn,0.5346464646464646,0.22436509659214238
tcn,0.5445454545454546,0.2144610778443114
tcn,0.5544444444444444,0.20933915211970078
tcn,0.5643434343434344,0.20398446556920938
tcn,0.5742424242424242,0.20512455516014236
tcn,0.5841414141414141,0.19953364100072876
tcn,0.594040404040404,0.20098656382184626
tcn,0.6039393939393939,0.19513771996939563
tcn,0.6138383838383838,0.18898901386345804
tcn,0.6237373737373737,0.18251677852349
tcn,0.6336363636363637,0.17569478908188585
tcn,0.6435353535353535,0.17752054406347412
tcn,0.6534343434343434,0.1703089478286215
tcn,0.6633333333333333,0.1576732673267327
tcn,0.6732323232323232,0.14957496136012371
tcn,0.6831313131313131,0.14097067261715018
tcn,0.693030303030303,0.13181145113524192
tcn,0.702929292929293,0.13387283236994219
tcn,0.7128282828282828,0.12400984875131904
tcn,0.7227272727272727,0.11344262295081975
tcn,0.7326262626262626,0.1020929353985644
tcn,0.7425252525252525,0.08987053746567286
tcn,0.7524242424242424,0.0766707466340269
tcn,0.7623232323232323,0.06237144071398221
tcn,0.7722222222222221,0.046829268292683024
tcn,0.7821212121212121,0.02987482614742698
tcn,0.792020202020202,0.011306459446333295
tcn,0.8019191919191919,-0.014117797042325353
tcn,0.8118181818181818,-0.015120772946859817
tcn,0.8217171717171717,-0.043725212464589325
tcn,0.8316161616161616,-0.07010497900419904
tcn,0.8415151515151514,-0.09978011472275311
tcn,0.8514141414141414,-0.1334092454112848
tcn,0.8613131313131313,-0.17183903860160205
tcn,0.8712121212121212,-0.21617647058823525
tcn,0.8811111111111111,-0.267897196261682
tcn,0.891010101010101,-0.30313716404077856
tcn,0.9009090909090909,-0.37188073394495386
tcn,0.9108080808080807,-0.4608833522083798
tcn,0.9207070707070707,-0.5708598726114649
tcn,0.9306060606060605,-0.6437336244541478
tcn,0.9405050505050505,-0.8165704584040749
tcn,0.9504040404040404,-0.8597759674134409
tcn,0.9603030303030302,-1.1714503816793858
